,favorite_count,id,retweet_count
946,5464,751538714308972544,1410
947,3477,751456908746354688,1102
948,13572,751251247299190784,6551
949,6850,751205363882532864,2038
950,5529,751132876104687617,1454
951,5211,750868782890057730,1556
952,14368,750719632563142656,5617
953,4842,750506206503038976,1283
954,14318,750429297815552001,4818
955,4925,750383411068534784,1274
956,746,750381685133418496,35
957,3355,750147208377409536,1077
958,3936,750132105863102464,1405
959,4678,750117059602808832,1441
960,3300,750101899009982464,936
961,2353,750086836815486976,607
962,8513,750071704093859840,3725
963,3391,750056684286914561,991
964,3448,750041628174217216,690
965,2942,750026558547456000,875
966,3519,750011400160841729,1013
967,3278,749996283729883136,896
968,5537,749981277374128128,2726
969,5039,749774190421639168,1466
970,6616,749417653287129088,1865
971,2845,749403093750648834,609
972,9332,749395845976588288,3858
973,5955,749317047558017024,2461
974,6253,749075273010798592,2306
975,5193,749064354620928000,1682
976,3360,749036806121881602,874
977,11650,748977405889503236,3802
978,6345,748932637671223296,2503
979,2997,748705597323898880,1049
980,5133,748699167502000129,1779
981,4587,748692773788876800,1472
982,6578,748575535303884801,2217
983,2371,748568946752774144,751
984,5649,748346686624440324,1380
985,8317,748337862848962560,4595
986,4013,748324050481647620,850
987,3972,748307329658011649,797
988,15289,748220828303695873,8654
989,6280,747963614829678593,2397
990,7178,747933425676525569,2839
991,3191,747885874273214464,1097
992,3035,747844099428986880,831
993,5259,747816857231626240,1293
994,1492,747651430853525504,175
995,13965,747648653817413632,6487
996,2512,747600769478692864,606
997,3987,747594051852075008,1178
998,6020,747512671126323200,1759
999,4189,747461612269887489,1156
1000,5885,747439450712596480,2145
1001,0,747242308580548608,3198
1002,5703,747219827526344708,1746
1003,3665,747204161125646336,1017
1004,10378,747103485104099331,4449
1005,3115,746906459439529985,330
1006,6481,746872823977771008,2382
1007,5719,746818907684614144,1906
1008,5265,746790600704425984,1772
1009,10324,746757706116112384,4329
1010,6533,746726898085036033,1991
1011,5436,746542875601690625,2063
1012,0,746521445350707200,1088
1013,5018,746507379341139972,1200
1014,6533,746369468511756288,1824
1015,7441,746131877086527488,2448
1016,3834,746056683365994496,912
1017,4363,745789745784041472,1181
1018,7526,745712589599014916,2580
1019,7680,745433870967832576,2817
1020,9260,745422732645535745,2709
1021,7726,745314880350101504,3065
1022,8458,745074613265149952,3888
1023,7817,745057283344719872,2533
1024,3227,744995568523612160,697
1025,8495,744971049620602880,2974
1026,6042,744709971296780288,1724
1027,7296,744334592493166593,2374
1028,129032,744234799360020481,77908
1029,1835,744223424764059648,415
1030,4481,743980027717509120,1208
1031,3932,743895849529389061,1060
1032,0,743835915802583040,2325
1033,4832,743609206067040256,1524
1034,19932,743595368194129920,7282
1035,3795,743545585370791937,1043
1036,8518,743510151680958465,4084
1037,4549,743253157753532416,1335
1038,6675,743222593470234624,2108
1039,4137,743210557239623680,1509
1040,7601,742534281772302336,3931
1041,4798,742528092657332225,2198
1042,7820,742465774154047488,4290
1043,10635,742423170473463808,4215
1044,7327,742385895052087300,2207
1045,4677,742161199639494656,1517
1046,5560,742150209887731712,1735
1047,4897,741793263812808706,1666
1048,8804,741743634094141440,3063
1049,3958,741438259667034112,921
1050,9469,741303864243200000,3572
1051,10806,741099773336379392,6114
1052,10174,741067306818797568,3428
1053,6908,740995100998766593,3077
1054,3676,740711788199743490,1035
1055,3057,740699697422163968,864
1056,19542,740676976021798912,7527
1057,37405,740373189193256964,14734
1058,2671,740365076218183684,483
1059,3559,740359016048689152,947
1060,7197,740214038584557568,2173
1061,21507,739979191639244800,6552
1062,4369,739932936087216128,1191
1063,4076,739844404073074688,937
1064,4105,739623569819336705,1511
1065,5809,739606147276148736,1836
1066,42904,739544079319588864,23756
1067,7758,739485634323156992,3247
1068,73807,739238157791694849,51284
1069,115,738891149612572673,6
1070,4054,738885046782832640,1256
1071,3602,738883359779196928,895
1072,5483,738537504001953792,1727
1073,3527,738402415918125056,939
1074,4654,738184450748633089,1334
1075,9467,738166403467907072,3757
1076,2723,738156290900254721,733
1077,5660,737826014890496000,1959
1078,10757,737800304142471168,3822
1079,5430,737678689543020544,1476
1080,11110,737445876994609152,4942
1081,3881,737322739594330112,886
1082,15793,737310737551491075,8181
1083,4646,736736130620620800,1924
1084,19129,736392552031657984,8217
1085,4304,736365877722001409,1373
1086,8740,736225175608430592,3051
1087,8508,736010884653420544,3273
1088,3872,735991953473572864,1268
1089,4319,735648611367784448,1206
1090,6659,735635087207878657,2605
1091,13976,735274964362878976,5615
1092,3613,735256018284875776,973
1093,3368,735137028879360001,1067
1094,2935,734912297295085568,568
1095,13514,734787690684657664,6954
1096,2695,734776360183431168,599
1097,1611,734559631394082816,438
1098,3861,733828123016450049,858
1099,3952,733822306246479872,1115
1100,3376,733482008106668032,1046
1101,4522,733460102733135873,1412
1102,45673,733109485275860992,17481
1103,2621,732732193018155009,589
1104,3795,732726085725589504,977
1105,3959,732585889486888962,850
1106,8689,732375214819057664,2773
1107,16046,732005617171337216,6022
1108,3741,731285275100512256,1076
1109,4121,731156023742988288,1398
1110,6575,730924654643314689,2184
1111,5298,730573383004487680,2380
1112,3734,730427201120833536,1149
1113,4109,730211855403241472,1154
1114,5250,730196704625098752,2122
1115,4318,729854734790754305,1228
1116,1829,729838605770891264,421
1117,4284,729823566028484608,1367
1118,6233,729463711119904772,2535
1119,2024,729113531270991872,362
1120,3406,728986383096946689,895
1121,5008,728760639972315136,1867
1122,2996,728751179681943552,742
1123,3557,728653952833728512,1146
1124,5288,728409960103686147,2219
1125,3940,728387165835677696,1050
1126,4633,728046963732717569,1293
1127,4875,728035342121635841,1838
1128,4401,728015554473250816,1204
1129,3148,727685679342333952,698
1130,6332,727644517743104000,1922
1131,4806,727524757080539137,1352
1132,3561,727314416056803329,823
1133,3260,727286334147182592,902
1134,4149,727175381690781696,1500
1135,3906,727155742655025152,1460
1136,7385,726935089318363137,2691
1137,4122,726887082820554753,1653
1138,3809,726828223124897792,1105
1139,4736,726224900189511680,1274
1140,7566,725842289046749185,2908
1141,4463,725786712245440512,1492
1142,5561,725729321944506368,1956
1143,1512,725458796924002305,684
1144,3971,724983749226668032,1435
1145,2548,724771698126512129,706
1146,5696,724405726123311104,1810
1147,4651,724049859469295616,1943
1148,2855,724046343203856385,609
1149,4485,724004602748780546,1742
1150,4166,723912936180330496,1347
1151,8291,723688335806480385,3274
1152,3240,723673163800948736,985
1153,5675,723179728551723008,2061
1154,4409,722974582966214656,1724
1155,5303,722613351520608256,1796
1156,4995,721503162398597120,2066
1157,2706,721001180231503872,677
1158,3340,720785406564900865,847
1159,2650,720775346191278080,745
1160,4426,720415127506415616,1641
1161,6869,720389942216527872,2769
1162,3069,720340705894408192,1073
1163,4169,720059472081784833,1243
1164,5250,720043174954147842,2201
1165,5190,719991154352222208,1928
1166,4885,719704490224398336,1591
1167,5412,719551379208073216,2129
1168,2983,719367763014393856,812
1169,4727,719339463458033665,1370
1170,3652,719332531645071360,1050
1171,3743,718971898235854848,1210
1172,5616,718939241951195136,1928
1173,20337,718631497683582976,8898
1174,2624,718613305783398402,531
1175,2672,718540630683709445,1112
1176,2896,718460005985447936,585
1177,5227,718454725339934721,1653
1178,2065,718246886998687744,554
1179,4140,718234618122661888,1101
1180,2619,717841801130979328,655
1181,3113,717790033953034240,1243
1182,6174,717537687239008257,2021
1183,1711,717428917016076293,501
1184,3381,717421804990701568,929
1185,6722,717047459982213120,2093
1186,3505,717009362452090881,1079
1187,4568,716802964044845056,1289
1188,5916,716791146589110272,1523
1189,1315,716730379797970944,467
1190,14070,716447146686459905,6468
1191,2529,716439118184652801,241
1192,2984,716285507865542656,1196
1193,5235,716080869887381504,1916
1194,3434,715928423106027520,968
1195,4004,715758151270801409,1567
1196,5002,715733265223708672,1864
1197,3007,715704790270025728,622
1198,4184,715696743237730304,1420
1199,4631,715680795826982913,1784
1200,5856,715360349751484417,1731
1201,3239,715342466308784130,755
1202,2578,715220193576927233,724
1203,5487,715200624753819648,2067
1204,4475,715009755312439296,1364
1205,4025,714982300363173890,1133
1206,7890,714962719905021952,4706
1207,4437,714957620017307648,1557
1208,3505,714631576617938945,1099
1209,3879,714606013974974464,1023
1210,2910,714485234495041536,1283
1211,3222,714258258790387713,792
1212,3502,714251586676113411,925
1213,2439,714214115368108032,967
1214,4604,714141408463036416,1538
1215,3498,713919462244790272,854
1216,2038,713909862279876608,600
1217,3020,713900603437621249,819
1218,5219,713761197720473600,1516
1219,4717,713411074226274305,1418
1220,7728,713177543487135744,3120
1221,4778,713175907180089344,1598
1222,20003,712809025985978368,7422
1223,13262,712717840512598017,5482
1224,4457,712668654853337088,1338
1225,5706,712438159032893441,1716
1226,264,712309440758808576,26
1227,4078,712097430750289920,1150
1228,3160,712092745624633345,997
1229,3468,712085617388212225,541
1230,2418,712065007010385924,695
1231,0,711998809858043904,137
1232,8631,711968124745228288,2543
1233,3052,711743778164514816,1084
1234,9570,711732680602345472,4539
1235,35267,711694788429553666,20089
1236,4153,711652651650457602,1015
1237,3923,711363825979756544,1258
1238,3538,711306686208872448,804
1239,3216,711008018775851008,690
1240,4882,710997087345876993,1537
1241,2736,710844581445812225,754
1242,2890,710833117892898816,590
1243,2473,710658690886586372,624
1244,5142,710609963652087808,2579
1245,4890,710588934686908417,2063
1246,2538,710296729921429505,813
1247,2274,710283270106132480,568
1248,4854,710272297844797440,1384
1249,2574,710269109699739648,1234
1250,3112,710153181850935296,979
1251,2972,710140971284037632,983
1252,5909,710117014656950272,2198
1253,3198,709918798883774466,1186
1254,721,709901256215666688,109
1255,3764,709852847387627521,1312
1256,3791,709566166965075968,1336
1257,3528,709556954897764353,1174
1258,1596,709519240576036864,266
1259,2389,709449600415961088,653
1260,2816,709409458133323776,766
1261,2575,709225125749587968,632
1262,13537,709207347839836162,6424
1263,2588,709198395643068416,706
1264,2167,709179584944730112,745
1265,2196,709158332880297985,458
1266,5120,709042156699303936,1814
1267,1920,708853462201716736,724
1268,3179,708845821941387268,988
1269,1825,708834316713893888,553
1270,17720,708810915978854401,7658
1271,2941,708738143638450176,896
1272,2738,708711088997666817,806
1273,2726,708479650088034305,747
1274,3303,708469915515297792,900
1275,17202,708400866336894977,11108
1276,3882,708356463048204288,1491
1277,2524,708349470027751425,813
1278,4580,708149363256774660,1691
1279,3647,708130923141795840,926
1280,2886,708119489313951744,1076
1281,2078,708109389455101952,595
1282,4690,708026248782585858,2119
1283,3327,707995814724026368,1237
1284,51,707983188426153984,2
1285,2894,707969809498152960,1071
1286,3520,707776935007539200,1047
1287,2671,707741517457260545,675
1288,4405,707738799544082433,2722
1289,3682,707693576495472641,1101
1290,2775,707629649552134146,968
1291,18245,707610948723478529,7087
1292,2444,707420581654872064,773
1293,2441,707411934438625280,661
1294,3768,707387676719185920,1444
1295,3527,707377100785885184,1186
1296,2649,707315916783140866,708
1297,2955,707297311098011648,884
1298,2757,707059547140169728,747
1299,2364,707038192327901184,883
1300,4360,707021089608753152,1514
1301,2464,707014260413456384,652
1302,15676,706904523814649856,8642
1303,2221,706901761596989440,665
1304,3560,706681918348251136,1067
1305,2769,706644897839910912,1205
1306,2318,706593038911545345,694
1307,3714,706538006853918722,1551
1308,3336,706516534877929472,1134
1309,3700,706346369204748288,1013
1310,23069,706310011488698368,8815
1311,1827,706291001778950144,513
1312,2924,706265994973601792,1009
1313,4212,706169069255446529,2452
1314,5527,706166467411222528,1776
1315,1605,706153300320784384,424
1316,3336,705975130514706432,821
1317,3374,705970349788291072,986
1318,2550,705898680587526145,626
1319,2094,705786532653883392,585
1320,3412,705591895322394625,1277
1321,3187,705475953783398401,1023
1322,4791,705442520700944385,1825
1323,4105,705428427625635840,1877
1324,3223,705239209544720384,828
1325,2775,705223444686888960,884
1326,2315,705102439679201280,572
1327,2336,705066031337840642,666
1328,4528,704871453724954624,1229
1329,2422,704859558691414016,601
1330,5505,704847917308362754,1696
1331,2848,704819833553219584,1113
1332,7148,704761120771465216,3198
1333,3165,704499785726889984,1103
1334,823,704491224099647488,94
1335,3658,704480331685040129,1170
1336,8660,704364645503647744,3919
1337,1701,704347321748819968,386
1338,1624,704134088924532736,510
1339,1998,704113298707505153,618
1340,3145,704054845121142784,1007
1341,1985,703774238772166656,514
1342,3549,703769065844768768,1253
1343,2794,703631701117943808,761
1344,4155,703611486317502464,1676
1345,4095,703425003149250560,1527
1346,2649,703407252292673536,766
1347,3774,703382836347330562,1261
1348,2048,703356393781329922,425
1349,2114,703268521220972544,610
1350,7942,703079050210877440,3409
1351,28491,703041949650034688,13866
1352,2779,702932127499816960,799
1353,1739,702899151802126337,497
1354,3460,702684942141153280,1191
1355,2360,702671118226825216,619
1356,11133,702598099714314240,3628
1357,3084,702539513671897089,1064
1358,3442,702332542343577600,1712
1359,3542,702321140488925184,1138
1360,2656,702276748847800320,841
1361,5178,702217446468493312,1479
1362,3699,701981390485725185,1087
1363,4109,701952816642965504,1124
1364,3840,701889187134500865,1520
1365,3692,701805642395348998,1865
1366,2245,701601587219795968,510
1367,3031,701570477911896070,1032
1368,2854,701545186879471618,669
1369,13229,701214700881756160,5673
1370,2397,700890391244103680,637
1371,2787,700864154249383937,674
1372,2612,700847567345688576,551
1373,2622,700796979434098688,1058
1374,24671,700747788515020802,10375
1375,2835,700518061187723268,884
1376,2448,700505138482569216,631
1377,4466,700462010979500032,1992
1378,2854,700167517596164096,823
1379,2415,700151421916807169,735
1380,8129,700143752053182464,3056
1381,2838,700062718104104960,763
1382,2225,700029284593901568,643
1383,3564,700002074055016451,1491
1384,3286,699801817392291840,1071
1385,2420,699788877217865730,545
1386,2986,699779630832685056,1370
1387,2107,699775878809702401,671
1388,11042,699691744225525762,5070
1389,6387,699446877801091073,2888
1390,2344,699434518667751424,567
1391,1477,699423671849451520,370
1392,2220,699413908797464576,682
1393,2021,699370870310113280,487
1394,3401,699323444782047232,963
1395,2404,699088579889332224,698
1396,2630,699079609774645248,726
1397,3241,699072405256409088,1308
1398,4079,699060279947165696,2008
1399,2815,699036661657767936,1319
1400,3652,698989035503689728,1086
1401,2913,698953797952008193,996
1402,2737,698907974262222848,683
1403,2666,698710712454139905,757
1404,1566,698703483621523456,419
1405,1380,698635131305795584,375
1406,2497,698549713696649216,686
1407,2011,698355670425473025,500
1408,2443,698342080612007937,1050
1409,5118,698262614669991936,2229
1410,18091,698195409219559425,6601
1411,3032,698178924120031232,813
1412,1639,697995514407682048,365
1413,3540,697990423684476929,1424
1414,2580,697943111201378304,760
1415,3252,697881462549430272,1311
1416,1877,697630435728322560,597
1417,3400,697616773278015490,1120
1418,3259,697596423848730625,1393
1419,2203,697575480820686848,558
1420,2232,697516214579523584,1252
1421,2607,697482927769255936,751
1422,3683,697463031882764288,1522
1423,5029,697270446429966336,2051
1424,3549,697259378236399616,1106
1425,3255,697255105972801536,1285
1426,2707,697242256848379904,737
1427,3443,696900204696625153,1134
1428,2537,696894894812565505,746
1429,5213,696886256886657024,1980
1430,2638,696877980375769088,786
1431,1584,696754882863349760,392
1432,2247,696744641916489729,1051
1433,2564,696713835009417216,729
1434,4208,696518437233913856,1857
1435,1316,696490539101908992,165
1436,2743,696488710901260288,1142
1437,3461,696405997980676096,1256
1438,2087,696100768806522880,734
1439,3232,695816827381944320,1291
1440,3429,695794761660297217,861
1441,2018,695767669421768709,829
1442,4928,695629776980148225,2334
1443,4691,695446424020918272,1996
1444,9285,695409464418041856,3940
1445,3927,695314793360662529,1637
1446,2834,695095422348574720,675
1447,3059,695074328191332352,1217
1448,1729,695064344191721472,666
1449,2862,695051054296211456,873
1450,2905,694925794720792577,1015
1451,2987,694905863685980160,1037
1452,38247,694669722378485760,15947
1453,1626,694356675654983680,321
1454,2198,694352839993344000,686
1455,1697,694342028726001664,541
1456,2165,694329668942569472,553
1457,4512,694206574471057408,2254
1458,3177,694183373896572928,1026
1459,3638,694001791655137281,1154
1460,2016,693993230313091072,449
1461,1861,693942351086120961,408
1462,2908,693647888581312512,658
1463,1445,693644216740769793,143
1464,2740,693642232151285760,461
1465,2639,693629975228977152,883
1466,1657,693622659251335168,409
1467,5463,693590843962331137,2176
1468,1774,693582294167244802,284
1469,1904,693486665285931008,686
1470,3614,693280720173801472,1373
1471,2560,693267061318012928,905
1472,2400,693262851218264065,557
1473,3074,693231807727280129,812
1474,8515,693155686491000832,3548
1475,1850,693109034023534592,675
1476,2015,693095443459342336,512
1477,2878,692919143163629568,826
1478,2628,692905862751522816,976
1479,1933,692901601640583168,668
1480,2456,692894228850999298,893
1481,3097,692828166163931137,972
1482,7359,692752401762250755,4030
1483,4660,692568918515392513,1699
1484,3443,692535307825213440,1500
1485,1983,692530551048294401,467
1486,1589,692423280028966913,257
1487,10102,692417313023332352,3835
1488,2713,692187005137076224,910
1489,2321,692158366030913536,884
1490,1762,692142790915014657,433
1491,3658,692041934689402880,1404
1492,3084,692017291282812928,1062
1493,4248,691820333922455552,1825
1494,8771,691793053716221953,4644
1495,3125,691756958957883396,1140
1496,2083,691675652215414786,564
1497,2551,691483041324204033,640
1498,4374,691459709405118465,1272
1499,2852,691444869282295808,940
1500,20886,691416866452082688,8473
1501,2783,691321916024623104,733
1502,3192,691096613310316544,998
1503,1837,691090071332753408,378
1504,6377,690989312272396288,3191
1505,3847,690959652130045952,1391
1506,4464,690938899477221376,2212
1507,3546,690932576555528194,1124
1508,4059,690735892932222976,1418
1509,2332,690728923253055490,579
1510,2498,690690673629138944,878
1511,1408,690649993829576704,314
1512,313,690607260360429569,19
1513,2114,690597161306841088,668
1514,2006,690400367696297985,499
1515,3495,690374419777196032,959
1516,2867,690360449368465409,984
1517,1615,690348396616552449,560
1518,1813,690248561355657216,459
1519,3013,690021994562220032,1148
1520,2689,690015576308211712,816
1521,3938,690005060500217858,1867
1522,1533,689999384604450816,415
1523,1580,689993469801164801,509
1524,1469,689977555533848577,491
1525,2605,689905486972461056,771
1526,3243,689877686181715968,1317
1527,2331,689835978131935233,837
1528,3438,689661964914655233,1023
1529,11219,689659372465688576,4313
1530,2417,689623661272240129,725
1531,12545,689599056876867584,6114
1532,2217,689557536375177216,509
1533,3657,689517482558820352,1581
1534,2428,689289219123089408,1032
1535,3551,689283819090870273,1224
1536,2152,689280876073582592,797
1537,1248,689275259254616065,275
1538,2766,689255633275777024,1192
1539,3302,689154315265683456,1111
1540,2188,689143371370250240,575
1541,2942,688916208532455424,961
1542,2275,688908934925697024,856
1543,2267,688898160958271489,872
1544,2405,688894073864884227,776
1545,1477,688828561667567616,410
1546,1029,688804835492233216,219
1547,2384,688789766343622656,735
1548,2807,688547210804498433,776
1549,2477,688519176466644993,806
1550,10026,688385280030670848,4931
1551,2392,688211956440801280,930
1552,2282,688179443353796608,653
1553,3039,688116655151435777,870
1554,1848,688064179421470721,401
1555,5902,687841446767013888,2807
1556,2942,687826841265172480,1260
1557,2702,687818504314159109,1064
1558,2582,687807801670897665,776
1559,1895,687732144991551489,730
1560,2629,687704180304273409,936
1561,2087,687664829264453632,570
1562,2065,687494652870668288,641
1563,1721,687480748861947905,277
1564,2137,687476254459715584,601
1565,2199,687460506001633280,600
1566,2043,687399393394311168,691
1567,21695,687317306314240000,10164
1568,4689,687312378585812992,2108
1569,5901,687127927494963200,2532
1570,2332,687124485711986689,560
1571,6259,687109925361856513,2743
1572,2517,687102708889812993,1098
1573,2414,687096057537363968,680
1574,9274,686947101016735744,3514
1575,3784,686760001961103360,1525
1576,3749,686749460672679938,1629
1577,4474,686730991906516992,1324
1578,3016,686683045143953408,891
1579,3971,686618349602762752,1510
1580,2031,686606069955735556,599
1581,1894,686394059078897668,757
1582,3497,686386521809772549,981
1583,2388,686377065986265092,626
1584,2365,686358356425093120,757
1585,4320,686286779679375361,1853
1586,2377,686050296934563840,817
1587,1250,686035780142297088,134
1588,3354,686034024800862208,1304
1589,2663,686007916130873345,464
1590,1962,686003207160610816,711
1591,2279,685973236358713344,594
1592,1769,685943807276412928,681
1593,8120,685906723014619143,3227
1594,2183,685681090388975616,140
1595,2517,685667379192414208,644
1596,3494,685663452032069632,1621
1597,3156,685641971164143616,861
1598,35578,685547936038666240,17378
1599,3278,685532292383666176,1278
1600,10266,685325112850124800,4435
1601,2861,685321586178670592,718
1602,3608,685315239903100929,1202
1603,2220,685307451701334016,487
1604,3350,685268753634967552,1341
1605,2503,685198997565345792,742
1606,4410,685169283572338688,1587
1607,2465,684969860808454144,428
1608,7171,684959798585110529,3465
1609,3461,684940049151070208,1162
1610,3783,684926975086034944,531
1611,3778,684914660081053696,1622
1612,2018,684902183876321280,593
1613,2255,684880619965411328,918
1614,37858,684830982659280897,23945
1615,2925,684800227459624960,1096
1616,9655,684594889858887680,3925
1617,4434,684588130326986752,1561
1618,3249,684567543613382656,1379
1619,2861,684538444857667585,1066
1620,4168,684481074559381504,1297
1621,2126,684460069371654144,616
1622,8821,684241637099323392,3654
1623,1338,684225744407494656,235
1624,4146,684222868335505415,1532
1625,2347,684200372118904832,1143
1626,2062,684195085588783105,577
1627,3753,684188786104872960,1306
1628,2180,684177701129875456,747
1629,3203,684147889187209216,1660
1630,2137,684122891630342144,527
1631,4431,684097758874210310,1590
1632,4092,683857920510050305,1234
1633,2073,683852578183077888,390
1634,2824,683849932751646720,1090
1635,2829,683834909291606017,1232
1636,2997,683828599284170753,1166
1637,3610,683773439333797890,1500
1638,7033,683742671509258241,3699
1639,7930,683515932363329536,3222
1640,3405,683498322573824003,1065
1641,2830,683481228088049664,1094
1642,2625,683462770029932544,747
1643,4200,683449695444799489,1781
1644,8198,683391852557561860,2640
1645,3171,683357973142474752,1041
1646,3100,683142553609318400,1154
1647,3670,683111407806746624,1016
1648,2327,683098815881154561,721
1649,2132,683078886620553216,622
1650,2323,683030066213818368,810
1651,39980,682962037429899265,18571
1652,1909,682808988178739200,206
1653,2657,682788441537560576,1239
1654,1636,682750546109968385,482
1655,1413,682697186228989953,394
1656,3282,682662431982772225,1185
1657,2216,682638830361513985,664
1658,3697,682429480204398592,1284
1659,8172,682406705142087680,1959
1660,2391,682393905736888321,755
1661,1792,682389078323662849,513
1662,3314,682303737705140231,1107
1663,4489,682259524040966145,1355
1664,3496,682242692827447297,1311
1665,19769,682088079302213632,11002
1666,5350,682059653698686977,1881
1667,3461,682047327939461121,1068
1668,7085,682032003584274432,2238
1669,3388,682003177596559360,1691
1670,2979,681981167097122816,1137
1671,2648,681891461017812993,927
1672,13769,681694085539872773,4475
1673,1892,681679526984871937,492
1674,2847,681654059175129088,1026
1675,2061,681610798867845120,522
1676,3817,681579835668455424,1453
1677,15452,681523177663676416,6469
1678,1767,681340665377193984,308
1679,10005,681339448655802368,4506
1680,2871,681320187870711809,846
1681,4259,681302363064414209,2031
1682,3428,681297372102656000,1065
1683,3460,681281657291280384,1225
1684,1562,681261549936340994,301
1685,1611,681242418453299201,607
1686,2571,681231109724700672,532
1687,3993,681193455364796417,1650
1688,2614,680970795137544192,730
1689,4903,680959110691590145,2202
1690,3471,680940246314430465,1179
1691,2234,680934982542561280,487
1692,2567,680913438424612864,690
1693,1900,680889648562991104,409
1694,3706,680836378243002368,1484
1695,2330,680805554198020098,737
1696,2550,680801747103793152,912
1697,3073,680798457301471234,1158
1698,2836,680609293079592961,793
1699,3883,680583894916304897,1482
1700,4562,680497766108381184,2124
1701,1841,680494726643068929,532
1702,2721,680473011644985345,828
1703,1554,680440374763077632,554
1704,1565,680221482581123072,323
1705,3044,680206703334408192,1299
1706,2303,680191257256136705,568
1707,4189,680176173301628928,1731
1708,2486,680161097740095489,811
1709,3886,680145970311643136,1926
1710,2468,680130881361686529,1054
1711,2911,680115823365742593,1009
1712,3828,680100725817409536,1517
1713,13734,680085611152338944,9835
1714,2767,680070545539371008,969
1715,17962,680055455951884288,7897
1716,2114,679877062409191424,709
1717,2322,679872969355714560,732
1718,2638,679862121895714818,688
1719,3089,679854723806179328,1363
1720,2547,679844490799091713,865
1721,39030,679828447187857408,15495
1722,3320,679777920601223168,1248
1723,2256,679736210798047232,889
1724,2322,679729593985699840,913
1725,1781,679722016581222400,523
1726,5120,679530280114372609,2294
1727,2849,679527802031484928,806
1728,3628,679511351870550016,1427
1729,3404,679503373272485890,1638
1730,2255,679475951516934144,710
1731,34196,679462823135686656,20820
1732,2560,679405845277462528,1340
1733,23119,679158373988876288,8978
1734,2978,679148763231985668,1139
1735,3188,679132435750195208,1284
1736,6406,679111216690831360,2835
1737,18383,679062614270468097,9107
1738,2424,679047485189439488,759
1739,3031,679001094530465792,1362
1740,2500,678991772295516161,1296
1741,1759,678969228704284672,514
1742,2761,678800283649069056,996
1743,3737,678798276842360832,1315
1744,2985,678774928607469569,1018
1745,3790,678767140346941444,1518
1746,1749,678764513869611008,530
1747,7661,678755239630127104,3666
1748,4021,678740035362037760,1892
1749,5968,678708137298427904,2692
1750,3079,678675843183484930,1645
1751,2205,678643457146150913,478
1752,4276,678446151570427904,1746
1753,5814,678424312106393600,2819
1754,4548,678410210315247616,2017
1755,61364,678399652199309312,30196
1756,1701,678396796259975168,463
1757,1995,678389028614488064,464
1758,2605,678380236862578688,994
1759,1857,678341075375947776,593
1760,1389,678334497360859136,295
1761,12303,678278586130948096,6696
1762,1696,678255464182861824,408
1763,2058,678023323247357953,430
1764,14731,678021115718029313,7005
1765,3637,677961670166224897,1844
1766,1441,677918531514703872,448
1767,5178,677895101218201600,2335
1768,3263,677716515794329600,1077
1769,3620,677700003327029250,1580
1770,1305,677698403548192770,354
1771,2637,677687604918272002,928
1772,3566,677673981332312066,1643
1773,2089,677662372920729601,1074
1774,2009,677644091929329666,874
1775,2281,677573743309385728,806
1776,1381,677565715327688705,505
1777,2612,677557565589463040,1283
1778,7423,677547928504967168,3988
1779,1136,677530072887205888,246
1780,3266,677335745548390400,1970
1781,1452,677334615166730240,324
1782,1165,677331501395156992,261
1783,3878,677328882937298944,1649
1784,1758,677314812125323265,594
1785,1333,677301033169788928,455
1786,2122,677269281705472000,776
1787,3779,677228873407442944,1798
1788,2920,677187300187611136,1007
1789,2958,676975532580409345,1177
1790,2349,676957860086095872,889
1791,1384,676949632774234114,435
1792,2309,676948236477857792,961
1793,1817,676946864479084545,416
1794,2212,676942428000112642,842
1795,13556,676936541936185344,5399
1796,3167,676916996760600576,1965
1797,2388,676897532954456065,800
1798,2237,676864501615042560,785
1799,24653,676821958043033607,17163
1800,1919,676819651066732545,726
1801,1508,676811746707918848,463
1802,5302,676776431406465024,2200
1803,3088,676617503762681856,1084
1804,1158,676613908052996102,212
1805,2002,676606785097199616,483
1806,1252,676603393314578432,431
1807,4865,676593408224403456,2362
1808,975,676590572941893632,139
1809,2483,676588346097852417,873
1810,1285,676582956622721024,308
1811,2755,676575501977128964,1234
1812,1996,676533798876651520,607
1813,1606,676496375194980353,587
1814,12412,676470639084101634,5118
1815,1827,676440007570247681,734
1816,1483,676430933382295552,377
1817,2198,676263575653122048,594
1818,1299,676237365392908289,327
1819,79124,676219687039057920,33930
1820,1847,676215927814406144,645
1821,2421,676191832485810177,1123
1822,2044,676146341966438401,726
1823,2287,676121918416756736,1273
1824,2976,676101918813499392,1260
1825,3206,676098748976615425,1572
1826,1400,676089483918516224,469
1827,1741,675898130735476737,636
1828,2264,675891555769696257,952
1829,2534,675888385639251968,1045
1830,4436,675878199931371520,1541
1831,1746,675870721063669760,619
1832,2858,675853064436391936,1420
1833,997,675849018447167488,167
1834,2430,675845657354215424,973
1835,1617,675822767435051008,578
1836,1115,675820929667219457,252
1837,10886,675798442703122432,3696
1838,1712,675781562965868544,518
1839,1235,675740360753160193,379
1840,2006,675710890956750848,904
1841,2109,675707330206547968,753
1842,681,675706639471788032,104
1843,1910,675534494439489536,456
1844,1248,675531475945709568,421
1845,1100,675522403582218240,308
1846,1385,675517828909424640,496
1847,18178,675501075957489664,6340
1848,3323,675497103322386432,1419
